US-11444188-B2;13/09/22
US-11728887-B2;15/08/23
US-10642754-B2;05/05/20
CN-110796256-B;12/12/23
US-10948304-B2;16/03/21
CN-106771556-B;22/02/19
US-11779423-B2;10/10/23
CN-107211109-B;26/10/18
US-10715319-B2;14/07/20
CN-103200001-B;25/05/16
US-10848787-B2;24/11/20
EP-3044943-B1;19/12/18
US-9759497-B2;12/09/17
US-10573781-B1;25/02/20
US-11604585-B2;14/03/23
CN-104170311-B;12/01/18
CN-109327308-B;04/08/20
US-9456777-B2;04/10/16
US-11588627-B2;21/02/23
US-9775131-B2;26/09/17
KR-102443694-B1;15/09/22
US-11775721-B2;03/10/23
JP-6815662-B2;20/01/21
TW-I650995-B;11/02/19
CN-110650011-B;26/07/24
JP-7155128-B2;18/10/22
CN-105224864-B;04/05/18
EP-3028097-B1;30/06/21
US-11588716-B2;21/02/23
CN-104170472-B;23/03/18
US-10957818-B2;23/03/21
JP-6788117-B2;18/11/20
US-10644882-B2;05/05/20
CN-113596345-B;17/01/23
CN-113629187-B;02/01/24
US-10958350-B2;23/03/21
CN-114449599-B;12/05/23
CN-106104672-B;01/10/19
CN-104520904-B;02/11/18
US-11935311-B2;19/03/24
US-10296516-B2;21/05/19
US-11573077-B2;07/02/23
CN-102938135-B;20/04/16
CN-113473208-B;14/02/23
US-11536642-B2;27/12/22
US-10104752-B2;16/10/18
US-12058431-B2;06/08/24
US-10749682-B2;18/08/20
CN-105009103-B;26/03/19
US-11949794-B2;02/04/24
US-9405551-B2;02/08/16
US-11854833-B2;26/12/23
US-9137201-B2;15/09/15
CN-108989033-B;22/10/21
CN-108985099-B;11/08/20
US-10041833-B1;07/08/18
CN-113722028-B;28/10/22
TW-I783016-B;11/11/22
CN-103294843-B;06/02/18
US-10896156-B2;19/01/21
CN-109409524-B;08/11/19
CN-112967065-B;13/07/21
US-9503127-B2;22/11/16
US-9674047-B2;06/06/17
US-12182899-B2;31/12/24
US-9626385-B2;18/04/17
US-11868281-B2;09/01/24
US-10592434-B2;17/03/20
CN-116663667-B;26/11/24
CN-104115094-B;14/11/17
CN-104506309-B;31/10/17
US-11438148-B2;06/09/22
US-10043953-B2;07/08/18
CA-3104119-C;01/08/23
US-12094298-B2;17/09/24
KR-101641808-B1;21/07/16
US-10728020-B2;28/07/20
US-10062334-B2;28/08/18
CN-113132077-B;01/02/22
EP-3603071-B1;13/01/21
US-10244047-B1;26/03/19
US-10180969-B2;15/01/19
US-9671670-B2;06/06/17
US-9547353-B1;17/01/17
US-9141618-B2;22/09/15
US-11258519-B2;22/02/22
DE-102015207897-B4;03/08/23
CN-102893671-B;02/12/15
CN-102918529-B;27/01/16
US-8963933-B2;24/02/15
US-11283594-B2;22/03/22
US-11223475-B2;11/01/22
CN-204924934-U;30/12/15
US-10726801-B2;28/07/20
TW-I567955-B;21/01/17
CN-105210392-B;28/12/18
US-9326235-B1;26/04/16
US-11232357-B2;25/01/22
US-9835954-B2;05/12/17
US-11404179-B2;02/08/22
CN-110649976-B;17/08/21
US-9302087-B2;05/04/16
US-11985890-B2;14/05/24
KR-102390376-B1;25/04/22
US-10853118-B2;01/12/20
US-10831491-B2;10/11/20
EP-3332230-B1;01/12/21
US-9104975-B2;11/08/15
DE-112021000243-B4;02/10/24
US-10898079-B2;26/01/21
CN-110472740-B;19/11/21
US-9301114-B2;29/03/16
US-11865655-B2;09/01/24
US-9183410-B2;10/11/15
US-9949067-B2;17/04/18
US-10284496-B2;07/05/19
US-11121877-B2;14/09/21
JP-6906637-B2;21/07/21
KR-101492359-B1;10/02/15
US-9370309-B2;21/06/16
US-11042701-B2;22/06/21
CN-112842344-B;08/07/22
CN-103314604-B;15/02/17
CN-112910639-B;24/06/22
CN-103250117-B;21/09/16
CN-105723374-B;09/04/19
US-9245051-B2;26/01/16
US-10540604-B1;21/01/20
US-11223545-B2;11/01/22
CN-107407836-B;20/11/20
CN-104488305-B;30/08/19
US-9411636-B1;09/08/16
CN-113011592-B;18/03/22
TW-I712153-B;01/12/20
US-11120358-B2;14/09/21
JP-7326257-B2;15/08/23
US-9313142-B2;12/04/16
EP-2520130-B1;09/12/20
US-9072799-B2;07/07/15
EP-2510312-B1;11/08/21
EP-2255264-B1;22/07/15
KR-101522081-B1;20/05/15
US-9553677-B1;24/01/17
KR-101517361-B1;06/05/15
CN-103336968-B;13/04/16
CN-102215372-B;15/04/15
CN-102804866-B;27/07/16
JP-6184659-B2;23/08/17
US-9552624-B2;24/01/17
US-10820986-B2;03/11/20
JP-7556652-B2;26/09/24
CN-104216680-B;19/04/19
US-11663912-B2;30/05/23
US-10999276-B2;04/05/21
CN-110519046-B;13/10/23
US-11535933-B2;27/12/22
US-11675503-B1;13/06/23
KR-102654125-B1;04/04/24
CN-110321714-B;29/03/22
US-9412021-B2;09/08/16
US-9998692-B1;12/06/18
JP-7534190-B2;14/08/24
US-11593074-B2;28/02/23
US-10464570-B2;05/11/19
US-10367873-B2;30/07/19
CN-112000990-B;05/02/21
US-9167376-B2;20/10/15
CN-107925725-B;20/10/20
CN-104750063-B;27/02/18
CN-104871109-B;04/08/17
US-9870511-B2;16/01/18
KR-102464739-B1;09/11/22
CN-104169683-B;04/07/17
US-11487891-B2;01/11/22
US-9619860-B2;11/04/17
CN-109219787-B;22/11/19
JP-6748118-B2;26/08/20
US-10841081-B2;17/11/20
CN-105378655-B;11/12/18
US-10783601-B1;22/09/20
US-9990247-B2;05/06/18
US-10222262-B2;05/03/19
US-8970842-B2;03/03/15
US-11561134-B2;24/01/23
CN-102904927-B;17/06/15
US-11917088-B2;27/02/24
US-10373494-B1;06/08/19
US-10603493-B2;31/03/20
US-12084288-B2;10/09/24
US-11438149-B2;06/09/22
US-9772227-B2;26/09/17
US-11835733-B2;05/12/23
US-10382461-B1;13/08/19
EP-2876470-B1;02/05/18
US-11567002-B2;31/01/23
US-12133475-B2;29/10/24
EP-3010176-B1;07/10/20
RU-2538920-C2;10/01/15
JP-7537708-B2;21/08/24
US-10609270-B2;31/03/20
US-9142036-B2;22/09/15
CN-104272268-B;05/04/17
US-10289204-B2;14/05/19
US-9287442-B2;15/03/16
US-9122587-B2;01/09/15
CN-112769558-B;27/12/22
US-10176010-B2;08/01/19
US-10001667-B2;19/06/18
US-9837817-B2;05/12/17
CN-104869078-B;01/02/19
US-9449119-B2;20/09/16
US-11900185-B2;13/02/24
CN-105009082-B;29/03/17
US-11860856-B2;02/01/24
CN-110069348-B;19/09/23
ES-2709360-T3;16/04/19
JP-7212456-B2;25/01/23
CN-106029909-B;02/02/21
CN-104025003-B;11/09/18
US-9338171-B2;10/05/16
CN-106685663-B;19/07/19
US-11903675-B2;20/02/24
US-11909647-B2;20/02/24
US-10572307-B2;25/02/20
CN-112633507-B;07/05/24
CN-103959072-B;30/06/17
US-10897357-B2;19/01/21
CN-110245941-B;30/06/23
US-10522240-B2;31/12/19
US-11860031-B2;02/01/24
US-10567566-B2;18/02/20
US-9122702-B2;01/09/15
CN-112465146-B;24/05/22
CN-109951660-B;03/09/21
CN-103930874-B;09/06/17
JP-7511629-B2;05/07/24
CN-114513847-B;28/02/23
US-10924418-B1;16/02/21
US-9602623-B2;21/03/17
CN-103631234-B;20/01/16
US-11868338-B2;09/01/24
EP-3025560-B1;18/09/19
CN-108701261-B;04/01/22
US-12058113-B2;06/08/24
US-9563520-B2;07/02/17
US-9246680-B2;26/01/16
US-12033033-B2;09/07/24
CN-103533454-B;17/08/16
CN-104854521-B;27/02/18
CN-112261477-B;14/04/23
EP-3317900-B1;21/06/23
US-10887293-B2;05/01/21
US-10731205-B2;04/08/20
US-11271661-B2;08/03/22
US-10206519-B1;19/02/19
US-10964700-B2;30/03/21
CN-105340288-B;15/03/19
EP-3155384-B1;30/08/23
US-9468852-B2;18/10/16
US-11300551-B2;12/04/22
CN-103502471-B;22/04/15
US-9126829-B2;08/09/15
US-9735236-B2;15/08/17
TW-I842222-B;11/05/24
KR-102166784-B1;16/10/20
CN-105765648-B;07/07/20
CN-105376357-B;05/04/19
US-9329935-B2;03/05/16
CN-111934871-B;25/12/20
CN-112134688-B;31/10/23
US-10347002-B2;09/07/19
US-10629798-B1;21/04/20
CN-104731574-B;03/07/18
US-9274898-B2;01/03/16
CN-106683146-B;15/01/21
EP-3371935-B1;21/07/21
EP-3468199-B1;28/04/21
US-11444758-B2;13/09/22
CN-108351988-B;10/09/19
CN-102541720-B;27/01/16
CN-107360425-B;19/11/19
US-11392555-B2;19/07/22
US-11439189-B2;13/09/22
CN-102893582-B;20/04/16
JP-7372681-B2;01/11/23
EP-3264482-B1;11/01/23
CN-103492323-B;22/04/15
US-10171238-B2;01/01/19
US-9210232-B2;08/12/15
US-9019078-B2;28/04/15
US-9072688-B2;07/07/15
CN-108683501-B;05/01/21
US-10001384-B2;19/06/18
US-9803986-B2;31/10/17
EP-2513752-B1;03/03/21
EP-2130063-B1;18/10/17
US-9736286-B2;15/08/17
US-9791558-B2;17/10/17
KR-101825223-B1;02/02/18
CN-102804190-B;27/01/16
CN-102713816-B;09/09/15
CN-102804863-B;23/09/15
CN-102938893-B;22/07/15
US-9767317-B1;19/09/17
CN-106712940-B;25/11/22
CN-105389289-B;08/09/20
KR-101895873-B1;06/09/18
CN-112073221-B;16/08/22
CN-112039820-B;21/06/22
US-9912479-B1;06/03/18
US-11348453-B2;31/05/22
US-9304852-B2;05/04/16
US-10184994-B2;22/01/19
CN-108549770-B;12/04/22
CN-113973173-B;21/04/23
US-10445955-B2;15/10/19
CN-113517530-B;23/08/22
US-10032368-B1;24/07/18
US-11728967-B2;15/08/23
JP-7518852-B2;18/07/24
RU-2608570-C1;23/01/17
CN-104135924-B;28/07/17
CN-111510224-B;15/06/21
US-10267831-B2;23/04/19
US-10352971-B2;16/07/19
US-9176887-B2;03/11/15
US-9335973-B2;10/05/16
US-11908182-B1;20/02/24
US-9128981-B1;08/09/15
US-9231977-B2;05/01/16
RU-2581785-C2;20/04/16
CN-104885053-B;27/11/18
US-11262985-B2;01/03/22
US-11826186-B2;28/11/23
EP-3758281-B1;27/09/23
US-10834290-B2;10/11/20
CN-106788706-B;07/01/20
US-11944273-B2;02/04/24
CN-102883548-B;18/03/15
EP-3706072-B1;10/08/22
KR-102209071-B1;28/01/21
US-11836751-B2;05/12/23
US-11014577-B2;25/05/21
CN-105306194-B;17/04/18
JP-7104085-B2;20/07/22
US-9354166-B2;31/05/16
CN-111835444-B;27/04/21
US-11599819-B2;07/03/23
CN-111709754-B;25/08/23
US-11250932-B2;15/02/22
US-11275859-B2;15/03/22
US-11092443-B2;17/08/21
US-11339390-B2;24/05/22
US-10185463-B2;22/01/19
US-11184230-B2;23/11/21
EP-3559272-B1;31/08/22
US-10894547-B2;19/01/21
US-10791363-B2;29/09/20
US-9883847-B2;06/02/18
EP-3696509-B1;30/03/22
CN-106711134-B;07/02/20
US-11101103-B2;24/08/21
US-10524664-B2;07/01/20
JP-6708062-B2;10/06/20
US-11372230-B2;28/06/22
US-11826124-B2;28/11/23
CN-106168624-B;13/03/18
CN-109416405-B;11/07/23
US-10999560-B2;04/05/21
CN-103221982-B;10/08/16
US-11455168-B1;27/09/22
CN-104769520-B;17/08/16
JP-6145820-B2;14/06/17
CN-107408033-B;09/04/19
US-10407736-B2;10/09/19
CN-109614802-B;27/11/20
US-11720812-B2;08/08/23
US-9866881-B2;09/01/18
US-9854313-B2;26/12/17
US-9368321-B1;14/06/16
US-9331843-B2;03/05/16
CN-105353897-B;22/03/19
CN-102905053-B;27/01/16
CN-102713898-B;12/08/15
US-11399065-B1;26/07/22
US-11010666-B1;18/05/21
TW-I731543-B;21/06/21
CN-103901394-B;06/07/16
CN-109887272-B;13/08/21
US-10483423-B2;19/11/19
TW-I798517-B;11/04/23
CN-105190347-B;26/04/17
US-9207843-B2;08/12/15
US-11385886-B2;12/07/22
CN-111830746-B;27/06/23
US-8993996-B2;31/03/15
CN-111416715-B;01/11/22
US-9306734-B2;05/04/16
US-9613014-B2;04/04/17
US-9097551-B2;04/08/15
CN-109478576-B;16/08/22
CN-105025557-B;29/10/19
US-10606968-B2;31/03/20
EP-2954345-B1;11/01/23
US-11430921-B2;30/08/22
US-11080441-B2;03/08/21
CN-106161006-B;17/11/20
EP-3338305-B1;27/11/19
CN-107329511-B;03/09/19
CN-109660340-B;26/11/21
US-10340034-B2;02/07/19
US-10223182-B2;05/03/19
EP-3891633-B1;25/01/23
CN-106487503-B;09/07/21
US-10140952-B1;27/11/18
EP-3204756-B1;07/02/24
CN-103150535-B;01/12/17
US-9961532-B2;01/05/18
US-11605033-B2;14/03/23
US-11674848-B2;13/06/23
US-9436335-B1;06/09/16
US-11182322-B2;23/11/21
CN-113423106-B;22/08/23
US-10020945-B2;10/07/18
US-10386581-B2;20/08/19
CN-107408150-B;26/07/19
US-11256782-B2;22/02/22
CN-103650621-B;17/05/17
TW-I810208-B;01/08/23
US-9946887-B2;17/04/18
US-10885980-B2;05/01/21
US-11205500-B2;21/12/21
CN-105531161-B;08/09/17
EP-3001335-B1;04/12/19
US-10614284-B2;07/04/20
US-10347824-B2;09/07/19
US-11482657-B2;25/10/22
CN-109897638-B;10/05/22
AU-2023282270-B2;19/12/24
EP-3314384-B1;25/03/20
CN-103559380-B;22/09/17
US-10180397-B2;15/01/19
CN-102750433-B;11/12/18
CN-107977541-B;09/11/21
CN-107077385-B;25/10/19
AU-2023243054-B2;14/11/24
US-11240139-B2;01/02/22
EP-3033854-B1;27/09/23
US-11170137-B1;09/11/21
US-9280708-B2;08/03/16
CN-109584969-B;24/03/23
CN-105573115-B;11/05/18
EP-3644013-B1;02/08/23
CN-103202030-B;22/02/17
US-10747918-B2;18/08/20
CN-104504601-B;28/10/15
US-12028446-B2;02/07/24
US-11102648-B2;24/08/21
CN-103081518-B;07/11/17
US-9422159-B2;23/08/16
AU-2023203229-B2;25/07/24
US-9390137-B2;12/07/16
CN-103826879-B;10/10/17
CN-113141252-B;25/11/22
US-10958427-B2;23/03/21
US-10235101-B2;19/03/19
US-12093453-B2;17/09/24
EP-2564344-B1;12/02/20
US-12085790-B2;10/09/24
US-11962682-B2;16/04/24
US-9026609-B2;05/05/15
JP-7455830-B2;26/03/24
US-11323334-B2;03/05/22
US-9219605-B2;22/12/15
US-9465692-B2;11/10/16
CN-109523065-B;10/09/21
US-8977717-B2;10/03/15
US-8942817-B2;27/01/15
EP-1902376-B1;07/03/18
CN-104379241-B;01/09/17
CN-101799750-B;06/05/15
US-9749893-B2;29/08/17
US-11962353-B2;16/04/24
US-11994899-B2;28/05/24
KR-101888629-B1;20/09/18
US-9544346-B1;10/01/17
US-12101341-B2;24/09/24
US-12093789-B2;17/09/24
US-11151102-B2;19/10/21
US-11883216-B2;30/01/24
KR-102438752-B1;30/08/22
CN-111245606-B;12/04/24
US-11963389-B2;16/04/24
US-12152990-B2;26/11/24
US-11728902-B1;15/08/23
US-9281441-B2;08/03/16
US-11645245-B2;09/05/23
CN-104104500-B;28/07/17
US-10601725-B2;24/03/20
US-12015874-B2;18/06/24
TW-I798674-B;11/04/23
CN-116151384-B;08/09/23
CN-110927635-B;22/06/21
US-11847025-B2;19/12/23
US-11578982-B2;14/02/23
US-11747323-B2;05/09/23
AU-2022246460-B2;04/01/24
US-10347793-B2;09/07/19
US-11732138-B2;22/08/23
US-11822870-B2;21/11/23
CN-109341763-B;04/02/20
US-11877720-B2;23/01/24
US-11112233-B2;07/09/21
US-11996179-B2;28/05/24
CN-116597917-B;20/10/23
US-11343270-B1;24/05/22
US-12120966-B2;15/10/24
AU-2022221381-B2;14/12/23
US-11893598-B1;06/02/24
EP-2976658-B1;08/02/17
JP-7250912-B2;03/04/23
RU-2764200-C2;14/01/22
JP-6846938-B2;24/03/21
CN-103918311-B;01/12/17
US-9842135-B2;12/12/17
US-11010511-B2;18/05/21
US-12182044-B2;31/12/24
JP-7118973-B2;16/08/22
US-10389583-B2;20/08/19
US-10788894-B2;29/09/20
KR-102177686-B1;11/11/20
CN-102833265-B;07/01/15
US-12064211-B2;20/08/24
US-11892746-B1;06/02/24
US-11580000-B2;14/02/23
CN-110944379-B;01/03/22
US-9940881-B2;10/04/18
CN-105793905-B;05/02/19
CN-102955164-B;14/01/15
CN-102831474-B;22/04/15
US-10965462-B2;30/03/21
US-11933608-B2;19/03/24
US-11057188-B2;06/07/21
US-11874184-B2;16/01/24
US-11899292-B2;13/02/24
RU-2643973-C2;06/02/18
US-11907806-B2;20/02/24
CN-106816931-B;24/05/19
US-11727300-B2;15/08/23
ES-2712051-T3;09/05/19
US-12093928-B2;17/09/24
US-9684524-B1;20/06/17
US-9937415-B1;10/04/18
CN-110969086-B;13/05/22
US-10345240-B2;09/07/19
KR-101963393-B1;28/03/19
KR-102596101-B1;31/10/23
CN-114884716-B;27/02/24
US-11916706-B2;27/02/24
US-10346900-B1;09/07/19
CN-105045215-B;08/09/17
US-9237412-B2;12/01/16
US-10591348-B1;17/03/20
US-10747087-B2;18/08/20
CN-105164943-B;20/03/18
US-11947968-B2;02/04/24
US-9459246-B2;04/10/16
US-9588239-B2;07/03/17
CN-114881237-B;10/03/23
CN-109190247-B;06/11/20
CN-109190978-B;23/11/21
US-11803556-B1;31/10/23
CN-114362971-B;21/06/22
CN-105340020-B;20/08/19
US-11086713-B1;10/08/21
US-11296880-B2;05/04/22
US-11656171-B2;23/05/23
JP-7370374-B2;27/10/23
US-10325373-B2;18/06/19
US-10341086-B2;02/07/19
EP-2904519-B1;02/06/21
CN-102696028-B;06/04/16
US-12124587-B2;22/10/24
US-10552936-B2;04/02/20
US-12153670-B2;26/11/24
US-10303415-B1;28/05/19
US-11748791-B2;05/09/23
US-9887332-B2;06/02/18
CN-110648348-B;28/12/21
ES-2792076-T3;10/11/20
US-11594090-B2;28/02/23
US-10557965-B2;11/02/20
CN-112580400-B;05/08/22
US-10191919-B2;29/01/19
US-12114299-B2;08/10/24
US-10686601-B2;16/06/20
US-11513392-B1;29/11/22
CN-114297571-B;31/12/24
EP-3639374-B1;09/08/23
US-12170146-B2;17/12/24
US-9686971-B2;27/06/17
US-9420986-B2;23/08/16
US-10234570-B2;19/03/19
US-11615334-B2;28/03/23
CN-109428665-B;23/10/20
CN-105071929-B;28/08/18
US-9571604-B2;14/02/17
US-10502802-B1;10/12/19
US-11575438-B2;07/02/23
US-11373114-B1;28/06/22
US-11645132-B2;09/05/23
US-10701398-B2;30/06/20
US-12159198-B2;03/12/24
CN-110598867-B;08/08/23
CN-103987051-B;31/05/17
AU-2021245165-B2;05/10/23
CN-113840346-B;06/05/22
US-12064088-B2;20/08/24
US-11960371-B2;16/04/24
US-11687250-B2;27/06/23
US-11777744-B2;03/10/23
TW-I688970-B;21/03/20
US-11979195-B2;07/05/24
US-11794919-B2;24/10/23
CN-114048857-B;09/04/24
US-11531491-B2;20/12/22
US-11754488-B2;12/09/23
US-10997337-B2;04/05/21
US-9418346-B2;16/08/16
US-10209900-B2;19/02/19
CN-105765615-B;17/09/19
CN-104094236-B;21/07/17
US-11770982-B1;26/09/23
CN-215729853-U;01/02/22
CN-113852460-B;13/10/23
US-11610984-B2;21/03/23
JP-7121840-B2;18/08/22
US-9471279-B2;18/10/16
TW-I844787-B;11/06/24
US-11782625-B2;10/10/23
US-11556955-B2;17/01/23
CN-105144170-B;30/04/19
CN-108900750-B;28/08/20
JP-5916642-B2;11/05/16
US-8948227-B2;03/02/15
US-11904237-B2;20/02/24
US-11762345-B2;19/09/23
US-11763774-B2;19/09/23
CN-109168037-B;27/08/21
JP-7114467-B2;08/08/22
CN-113660085-B;06/06/23
US-10228324-B2;12/03/19
US-11876092-B2;16/01/24
US-11170485-B2;09/11/21
JP-7416729-B2;17/01/24
US-9414752-B2;16/08/16
CN-113630407-B;27/12/22
KR-102446630-B1;23/09/22
US-10234629-B2;19/03/19
EP-4172879-B1;11/09/24
CN-113554578-B;31/05/24
EP-3163396-B1;26/05/21
CN-103907378-B;24/04/18
US-11525156-B2;13/12/22
CN-103999536-B;24/10/17
EP-3048422-B1;22/01/20
US-10303881-B2;28/05/19
CN-106712903-B;27/08/19
US-12167081-B2;10/12/24
CN-113473229-B;12/04/22
US-10804423-B2;13/10/20
US-9495966-B2;15/11/16
US-10054450-B2;21/08/18
US-9057791-B2;16/06/15
US-10579936-B2;03/03/20
JP-6046792-B2;21/12/16
US-11496740-B2;08/11/22
CN-108877690-B;01/01/21
US-10309918-B2;04/06/19
US-10901054-B1;26/01/21
US-12176672-B2;24/12/24
TW-I857547-B;01/10/24
US-10517964-B2;31/12/19
US-11327161-B2;10/05/22
US-11388207-B2;12/07/22
KR-101631158-B1;16/06/16
US-10891237-B2;12/01/21
US-10699691-B1;30/06/20
CN-105723321-B;27/08/19
CN-107407635-B;03/05/22
US-11936778-B2;19/03/24
EP-3028914-B1;25/12/19
AU-2017291702-B2;28/04/22
US-11730067-B2;15/08/23
US-10223477-B2;05/03/19
US-12178258-B2;31/12/24
KR-102433926-B1;18/08/22
US-9348038-B2;24/05/16
US-12001700-B2;04/06/24
US-11460275-B2;04/10/22
US-12099742-B2;24/09/24
JP-5893033-B2;23/03/16
US-11847234-B2;19/12/23
US-9697051-B2;04/07/17
JP-7121822-B2;18/08/22
US-9246914-B2;26/01/16
TW-I791815-B;11/02/23
CN-110289952-B;28/12/21
US-11552653-B2;10/01/23
US-9664527-B2;30/05/17
US-9050317-B2;09/06/15
EP-1867112-B1;06/05/15
US-9066141-B2;23/06/15
EP-1936542-B1;18/03/15
US-11537770-B2;27/12/22
US-11836573-B2;05/12/23
CN-102695999-B;18/02/15
KR-101573993-B1;02/12/15
CN-102132540-B;10/06/15
KR-101747888-B1;15/06/17
CN-105393446-B;12/01/18
CN-110261735-B;20/07/21
CN-105683970-B;26/07/19
CN-110297480-B;01/07/22
CN-104322104-B;20/04/18
CN-113067709-B;18/11/22
CN-113114720-B;21/10/22
US-11625647-B2;11/04/23
US-11331020-B2;17/05/22
US-11176082-B2;16/11/21
US-11469902-B2;11/10/22
US-11519989-B2;06/12/22
CN-108880790-B;05/04/24
US-12099997-B1;24/09/24
CN-112995689-B;03/01/23
US-11446810-B1;20/09/22
US-11463642-B2;04/10/22
CN-104285448-B;13/02/18
US-9892283-B2;13/02/18
US-10298904-B1;21/05/19
CN-104506313-B;26/12/17
US-11699091-B2;11/07/23
US-11562214-B2;24/01/23
US-11688829-B2;27/06/23
CN-105501218-B;18/10/19
US-9697252-B2;04/07/17
US-11040444-B2;22/06/21
US-12016252-B2;18/06/24
US-10915683-B2;09/02/21
CN-112749808-B;25/10/22
US-10261584-B2;16/04/19
RU-2691253-C2;11/06/19
CN-112398651-B;14/03/23
AU-2018236166-B2;29/08/24
US-10521151-B1;31/12/19
RU-2707411-C1;26/11/19
JP-7051910-B2;11/04/22
US-10135801-B2;20/11/18
US-11927621-B2;12/03/24
US-12059632-B2;13/08/24
US-11055616-B2;06/07/21
US-11398141-B2;26/07/22
US-11225488-B2;18/01/22
US-12093785-B2;17/09/24
CN-105696896-B;05/04/19
JP-7181560-B2;01/12/22
CN-108645994-B;17/01/20
DE-102014207323-B4;16/08/18
CN-103429990-B;31/05/17
US-11032074-B2;08/06/21
CN-107889144-B;21/04/20
EP-3127162-B1;20/01/21
US-11803627-B2;31/10/23
US-9984529-B2;29/05/18
US-10394101-B2;27/08/19
US-11716444-B2;01/08/23
US-11714908-B2;01/08/23
CN-106507344-B;26/11/19
CN-104025536-B;06/06/17
US-10138172-B2;27/11/18
US-9350544-B2;24/05/16
CN-110007133-B;22/03/22
US-11231282-B2;25/01/22
CN-105431211-B;15/02/19
JP-6916118-B2;11/08/21
CN-104198453-B;15/02/17
JP-7549650-B2;11/09/24
CN-103010260-B;14/12/18
CN-102326237-B;25/11/15
KR-102373200-B1;17/03/22
CN-108681963-B;31/07/20
CN-112235112-B;18/03/22
CN-110494769-B;07/04/23
US-9465960-B2;11/10/16
US-10879464-B2;29/12/20
CN-105359129-B;05/04/19
US-9639363-B2;02/05/17
US-11310078-B2;19/04/22
US-11839164-B2;05/12/23
CN-109728906-B;27/07/21
US-10093194-B2;09/10/18
US-9949709-B2;24/04/18
US-9450929-B2;20/09/16
CN-107241188-B;28/01/22
CN-108415206-B;17/11/20
CN-104092539-B;29/12/17
US-11238359-B2;01/02/22
US-9609471-B2;28/03/17
CN-112529199-B;28/09/21
US-11123012-B2;21/09/21
KR-102171718-B1;29/10/20
US-11372972-B2;28/06/22
CN-108540436-B;11/08/20
EP-3149897-B1;28/07/21
US-9870269-B1;16/01/18
US-11291025-B2;29/03/22
CN-112529194-B;03/09/21
US-10748402-B2;18/08/20
US-9698268-B2;04/07/17
CN-106913320-B;25/10/19
US-10110959-B2;23/10/18
US-10165333-B2;25/12/18
US-9897598-B2;20/02/18
EP-3808247-B1;03/05/23
CN-109781947-B;19/01/21
CN-104270247-B;01/05/18
US-11645162-B2;09/05/23
US-11521955-B2;06/12/22
CN-103971161-B;01/02/17
US-11064637-B2;13/07/21
TW-I719371-B;21/02/21
EP-3141056-B1;21/10/20
CN-107255712-B;06/08/19
CN-109495250-B;10/08/21
CN-112294339-B;09/12/22
US-9793913-B2;17/10/17
CA-2870648-C;19/06/18
US-11682881-B2;20/06/23
US-11501470-B2;15/11/22
US-9255900-B2;09/02/16
US-10365112-B2;30/07/19
US-9047696-B2;02/06/15
US-11251270-B2;15/02/22
US-10608815-B2;31/03/20
US-10921484-B2;16/02/21
CA-2982773-C;04/07/23
KR-102610843-B1;05/12/23
CN-105191233-B;07/06/19
US-9025451-B2;05/05/15
US-10454810-B1;22/10/19
US-9990390-B2;05/06/18
US-9128739-B1;08/09/15
US-11681200-B2;20/06/23
US-9852381-B2;26/12/17
CN-109765185-B;16/03/21
CN-109586909-B;04/08/20
CN-112036540-B;28/11/23
US-11327655-B2;10/05/22
US-9096578-B2;04/08/15
CN-104254985-B;03/04/18
US-10361336-B2;23/07/19
CN-106105311-B;26/11/19
EP-3108415-B1;20/05/20
CN-109617687-B;09/03/21
US-11054095-B2;06/07/21
US-11194095-B2;07/12/21
US-10635499-B2;28/04/20
AU-2012326496-B2;24/08/17
CN-112101561-B;18/10/22
US-8933819-B1;13/01/15
CN-109886412-B;08/06/21
US-11950924-B2;09/04/24
US-10051146-B2;14/08/18
CN-112073126-B;13/07/21
US-11209383-B2;28/12/21
EP-3652649-B1;06/12/23
US-10394843-B2;27/08/19
US-9993216-B2;12/06/18
CN-113517386-B;31/05/22
US-11832966-B2;05/12/23
US-11218215-B2;04/01/22
US-11449585-B2;20/09/22
US-11106980-B2;31/08/21
CN-103688576-B;02/01/18
US-11122136-B2;14/09/21
CN-116055786-B;29/09/23
CN-104584023-B;16/11/18
US-9721105-B2;01/08/17
US-10535002-B2;14/01/20
CN-104848880-B;08/03/17
CN-111510225-B;06/07/21
US-9588498-B2;07/03/17
US-9942533-B2;10/04/18
EP-2767030-B1;27/09/17
US-9652620-B2;16/05/17
CN-111783990-B;03/10/23
CN-112652540-B;22/04/22
US-11141052-B2;12/10/21
CN-107947930-B;07/08/20
US-10423979-B2;24/09/19
US-10998981-B2;04/05/21
EP-3532875-B1;27/03/24
EP-2487833-B1;04/07/18
EP-2529503-B1;12/09/18
US-10755558-B2;25/08/20
US-9933914-B2;03/04/18
US-9460213-B2;04/10/16
US-9915714-B2;13/03/18
RU-2538180-C2;10/01/15
CA-2618933-C;20/09/16
JP-5838169-B2;06/01/16
CN-102215374-B;02/09/15
CN-106233109-B;12/03/19
US-11914754-B2;27/02/24
JP-7588415-B2;22/11/24
US-11749721-B2;05/09/23
CN-117669753-B;16/04/24
US-11450765-B2;20/09/22
CN-110178113-B;07/12/21
US-11880434-B1;23/01/24
KR-102633551-B1;07/02/24
CN-113747047-B;13/10/23
EP-3393353-B1;07/04/21
